number of bathrooms,living area,number of floors,waterfront present,number of views,grade of the house,Area of the basement,living_area_renov
1.0,1520,1.0,0,0,7,0,1470
2.0,2370,2.0,0,0,8,0,2110
2.5,3002,2.0,0,0,8,0,2566
1.75,2400,1.5,0,0,7,900,1530
1.75,1730,1.5,0,0,7,0,1390
2.5,2450,2.0,0,0,8,0,1940
2.5,1954,2.0,0,0,8,0,1714
2.5,2390,1.0,0,0,8,550,2460
1.5,830,2.0,0,0,7,0,1480
2.5,2105,2.0,0,0,8,0,1930
2.5,2120,2.0,0,0,7,0,2370
1.0,700,1.0,0,0,6,0,1560
2.5,2242,2.0,0,0,8,0,2009
1.0,2160,1.0,0,0,7,800,2070
1.0,1580,1.0,0,0,7,570,1710
1.0,1010,1.0,0,0,6,0,1220
2.25,1520,2.0,0,0,7,0,1410
2.25,1450,2.0,0,0,7,0,1660
1.5,800,2.0,0,0,7,0,1020
3.0,1940,1.0,0,0,7,0,1310
1.0,1870,1.0,0,0,7,290,1740
2.0,1620,2.0,0,0,7,0,1710
2.5,2050,2.0,0,0,7,0,2030
2.0,2430,1.0,0,0,7,1000,2430
2.25,1680,2.0,0,0,8,0,1678
1.0,1310,1.0,0,0,7,370,1400
2.25,1920,1.0,0,0,8,400,2170
1.75,1200,1.0,0,0,6,0,2150
2.0,1110,1.0,0,0,7,0,1550
1.0,1590,1.5,0,0,6,500,1370
2.5,1780,2.0,0,0,7,0,1630
1.0,1050,1.5,0,0,6,0,1330
4.25,5010,2.0,0,1,11,1010,3820
3.25,3930,2.0,0,0,10,0,1780
2.0,2360,2.0,0,0,9,0,2260
3.25,2980,2.0,0,0,9,830,2980
3.0,3420,2.0,0,0,9,880,3750
2.5,3580,2.0,0,0,9,0,2710
2.5,2780,1.5,0,1,8,670,3150
2.5,3160,2.0,0,0,9,0,3000
3.75,5070,2.0,0,0,11,0,4920
5.0,4110,2.0,0,0,11,0,3650
3.5,4370,2.0,0,0,11,0,3560
3.25,3620,2.0,0,0,10,890,1910
2.5,2980,2.0,0,0,9,0,2730
2.75,2520,2.0,1,4,7,0,2790
2.0,2490,2.0,0,0,9,0,2770
2.5,3230,2.0,0,2,8,800,1820
2.0,2470,2.0,0,0,9,0,2340
4.25,4930,2.0,0,0,12,0,3620
2.5,3150,2.0,0,0,9,0,3150
1.5,1520,1.0,0,0,7,0,3260
4.0,2080,3.0,0,4,8,0,2080
1.5,1380,1.0,0,0,7,0,1590
2.25,1980,1.0,0,0,8,0,2800
2.5,2360,1.0,0,3,8,380,2480
2.0,2300,1.0,0,0,8,870,2140
1.75,1630,3.0,0,0,8,0,1570
2.5,2800,1.0,0,0,8,1380,2140
2.5,2610,2.0,0,0,8,0,2580
2.25,3000,2.0,0,0,8,0,2270
3.0,2190,2.0,0,0,7,700,1370
1.75,1530,1.0,0,0,7,120,2040
2.5,2230,1.0,0,0,8,800,1970
2.5,2950,2.0,0,0,9,0,2800
2.5,2020,2.0,0,0,9,290,1620
1.0,1240,1.5,0,0,7,0,1240
3.0,2590,2.0,0,0,8,0,2670
3.25,2740,1.0,0,0,7,1350,2150
1.5,1930,2.0,0,0,8,0,1840
2.5,3316,2.0,0,0,9,0,3000
1.75,1530,2.0,0,0,7,0,1530
2.5,2250,2.0,0,0,8,0,1320
2.5,1930,2.0,0,0,8,630,1630
1.5,1810,1.0,0,0,7,780,1780
1.5,1400,3.0,0,0,8,0,1270
2.5,1700,1.0,0,0,7,0,1370
2.75,1350,2.0,0,0,8,230,1410
2.25,2230,1.0,0,0,7,930,2010
1.75,1410,1.5,0,0,9,510,1440
1.75,1840,1.0,0,2,8,480,2250
2.75,2640,1.5,0,0,8,0,2520
2.0,1900,1.0,0,0,8,0,1740
1.0,860,1.0,0,0,7,0,1570
1.0,870,1.0,0,0,7,0,930
2.5,2040,2.0,0,0,7,0,1720
2.5,2300,2.0,0,0,8,0,1860
1.0,1390,1.5,0,0,6,0,1730
2.75,2790,1.0,0,0,7,1320,1760
1.75,1830,1.0,0,0,7,900,1790
1.75,2600,1.0,0,0,7,990,1720
1.0,1190,1.0,0,0,7,0,1470
1.0,1440,1.0,0,0,7,0,2200
2.5,1520,2.0,0,0,7,0,1610
2.5,2270,2.0,0,0,8,0,2240
2.5,1890,2.0,0,0,8,0,2170
1.0,1740,1.0,0,0,7,720,1470
2.0,1180,1.0,0,0,7,0,1720
1.0,1020,1.0,0,0,7,0,1070
2.25,2060,1.0,0,0,7,860,2110
1.5,920,2.0,0,0,7,0,1110
1.75,1770,1.0,0,0,7,0,1630
1.75,1570,1.0,0,0,7,0,1890
1.0,1200,1.5,0,0,6,0,950
1.75,2080,1.0,0,0,7,1030,1500
0.75,660,1.0,0,0,4,0,850
1.5,1300,1.0,0,0,7,0,2280
2.5,2320,2.0,0,0,8,0,2590
2.25,2920,2.0,0,0,9,660,4510
2.5,2700,2.0,0,0,9,0,1810
2.25,2110,2.0,0,0,8,0,2350
3.0,3130,1.5,0,0,7,1380,2080
2.5,1540,3.0,0,0,8,150,1680
1.75,1470,1.0,0,0,7,440,1100
2.5,3160,1.5,0,4,9,1140,2790
1.75,1990,1.0,0,0,7,900,1270
1.75,1480,1.0,0,0,8,0,1930
2.5,3110,2.0,0,1,9,560,2630
3.25,3770,2.0,0,0,9,1060,2560
3.0,5430,2.0,0,0,10,0,3170
2.25,2360,2.0,0,0,9,0,3040
2.5,3870,2.0,0,3,9,0,4030
2.5,3540,2.0,0,0,10,0,3540
1.5,1820,1.0,0,0,7,0,3020
3.0,3040,1.5,0,0,9,360,3520
3.25,3990,2.0,0,0,9,0,3920
2.75,3595,2.0,0,0,9,0,3625
2.75,2760,1.0,0,0,8,1070,2610
2.0,2600,1.0,0,2,8,1200,2050
3.25,4100,2.0,0,0,9,1600,3770
2.25,2350,2.0,0,0,9,0,2880
3.25,2030,2.0,0,0,8,0,2450
1.75,1880,1.0,0,0,8,0,2430
2.75,2330,2.0,0,0,9,0,2410
3.0,4050,2.0,0,0,8,1430,3660
2.5,2860,2.0,0,0,8,0,1670
2.0,2800,1.0,0,0,8,1400,1760
2.5,2690,2.0,0,0,8,0,2230
2.0,2530,1.5,0,0,8,620,1310
2.75,1830,2.0,0,0,10,140,2310
2.0,1860,2.0,0,0,7,0,1580
2.5,2400,2.0,0,0,8,0,2120
1.0,1890,1.5,0,0,7,500,1530
2.0,1640,1.0,0,3,7,820,2270
2.0,1580,1.0,0,0,6,790,1580
1.5,1740,1.5,0,0,7,100,1660
1.0,1660,1.5,0,0,7,400,1360
2.5,2040,2.0,0,0,8,0,1940
2.25,2590,2.0,0,3,8,0,2590
1.5,1130,2.0,0,0,8,100,1520
1.75,1320,1.0,0,0,7,450,1580
3.5,3000,1.0,0,0,8,1500,1400
2.5,1420,3.0,0,0,8,0,1510
2.5,3030,2.0,0,0,8,0,3010
2.25,1060,2.0,0,0,8,120,1300
2.0,1700,1.0,0,0,7,850,1620
2.5,1720,2.0,0,0,9,0,1720
2.5,1910,2.0,0,0,8,0,1630
1.0,1290,1.0,0,0,7,0,1640
2.5,2286,2.0,0,0,8,0,2110
2.25,1680,1.0,0,0,7,550,1960
2.5,2510,1.0,0,0,7,1020,1840
2.5,1990,2.0,0,0,8,0,2290
1.75,1480,1.0,0,0,8,0,1920
2.0,1240,2.0,0,0,7,0,1660
1.75,1650,1.5,0,0,8,0,1740
2.0,1490,2.0,0,0,6,0,1500
1.75,2220,1.0,0,0,8,0,2070
2.25,1620,3.0,0,0,8,80,1620
2.25,1450,2.0,0,0,7,0,1710
2.25,2340,1.0,0,0,8,0,2340
2.5,1920,2.0,0,0,8,0,1920
1.0,1190,1.0,0,0,6,0,1060
2.5,1601,3.0,0,0,7,65,1420
1.5,1260,2.0,0,0,7,0,1220
1.75,1590,2.0,0,0,7,0,1720
1.5,1800,2.0,0,0,8,0,1440
2.5,2370,2.0,0,0,8,0,2370
2.5,1450,2.0,0,0,7,0,1970
1.5,800,1.0,0,0,7,0,1190
2.0,2250,1.5,0,0,8,0,2460
1.0,1560,1.0,0,0,6,650,1200
1.75,2220,1.0,0,0,7,950,1490
1.0,1120,1.0,0,0,7,0,1300
3.0,2200,1.0,0,0,6,0,1430
1.0,930,1.5,0,0,6,0,1060
2.5,2090,2.0,0,0,7,0,2090
2.5,1520,2.0,0,0,7,0,1560
1.75,1940,1.5,0,0,8,0,1650
1.5,1640,2.0,0,0,7,0,1240
2.25,1995,2.0,0,0,8,0,1880
1.0,1500,1.0,0,0,7,310,1420
1.0,1390,1.0,0,0,5,0,1170
1.75,1140,2.0,0,0,8,0,1210
1.0,1230,1.0,0,0,7,0,1240
1.0,960,1.0,0,0,7,0,1280
1.5,1180,1.0,0,0,7,0,2030
1.0,1100,1.0,0,0,6,0,1120
1.0,1190,1.0,0,0,5,0,1730
1.0,1060,1.0,0,0,7,240,1370
5.25,6500,2.0,0,0,11,1320,2270
2.75,4710,2.0,0,3,10,1020,2950
2.5,3490,2.0,1,4,9,1340,2990
2.25,2890,3.0,1,4,10,0,2870
3.5,3150,2.0,0,0,9,0,1550
3.5,3960,2.0,0,0,10,1110,2840
2.5,3830,2.0,0,0,11,0,2950
4.0,7320,2.0,0,0,11,0,3270
2.25,2790,1.0,0,3,8,0,2720
2.5,3180,1.0,0,0,10,790,3180
2.0,2360,1.5,0,0,9,0,3030
3.75,4740,2.0,0,0,10,0,3060
2.75,2250,1.5,0,0,8,750,1970
2.5,3130,2.0,0,0,10,0,2470
2.75,3500,2.0,0,2,9,550,1450
2.5,3480,1.0,0,0,7,1730,3010
2.5,3180,2.0,0,0,11,0,3030
2.75,2310,3.0,0,0,8,0,2270
3.5,3110,2.0,0,2,8,0,2340
2.75,3176,2.0,0,3,9,450,3470
3.5,3370,2.0,0,0,9,620,3200
2.75,2700,1.0,0,0,9,0,2680
2.5,3420,1.0,0,0,10,1670,2900
3.5,5270,2.0,0,0,10,1830,2340
2.5,2560,2.0,0,0,8,870,1890
4.0,3010,2.0,0,0,10,0,3490
2.75,3090,2.0,0,0,9,0,2960
2.25,2410,2.0,0,0,8,0,1910
3.0,3580,2.5,0,0,10,1210,2580
2.75,2510,1.0,0,1,8,910,2650
2.5,3220,2.0,0,0,9,0,3050
2.5,2610,2.0,0,0,8,0,1190
2.75,2830,2.0,0,0,8,0,2160
3.0,3720,1.0,0,0,9,1840,2560
2.5,2850,2.0,0,0,9,0,2980
2.5,2290,2.0,0,0,9,0,2290
1.75,2050,1.0,0,0,8,0,3180
2.0,1170,1.5,0,1,8,0,2160
2.25,1900,1.5,0,0,7,460,2460
2.5,2250,2.0,0,0,8,0,2190
2.0,2560,1.0,0,0,8,1230,2390
2.0,1570,1.0,0,0,8,0,2165
2.5,2630,2.0,0,0,9,0,2720
2.5,2130,1.0,0,0,8,640,3030
2.25,1940,1.0,0,0,7,420,1910
1.75,2790,1.0,0,2,7,1340,2790
2.25,1950,1.0,0,0,8,620,2170
2.25,1820,2.0,0,0,8,0,2160
3.5,2490,2.0,0,0,8,770,1445
1.75,1070,1.0,0,0,7,0,1540
2.5,1785,2.0,0,0,7,190,1780
2.5,2820,1.0,0,0,8,1270,2820
1.5,1920,1.0,0,0,7,960,1130
2.5,1810,2.0,0,0,8,0,1810
2.25,1900,1.0,0,0,8,530,2030
1.0,1060,1.0,0,0,7,200,1470
1.0,1340,1.0,0,0,7,0,1430
2.75,2530,2.0,0,0,8,0,2530
1.5,1830,1.0,0,0,7,0,1830
2.5,2620,2.0,0,0,9,0,2760
2.5,1910,1.0,0,0,8,0,1910
3.5,3440,2.0,0,0,8,0,1660
2.5,2680,2.0,0,0,8,0,2680
2.0,1860,2.0,0,2,8,0,2500
2.25,2570,2.0,0,0,8,0,1950
2.0,1270,3.0,0,0,8,0,1610
2.75,2230,1.0,0,0,8,910,2100
2.5,2150,2.0,0,0,7,0,2640
2.0,1550,1.0,0,0,7,720,1330
1.0,880,1.0,0,0,7,0,1150
1.75,1920,2.0,0,0,7,0,1310
1.75,1880,1.0,0,0,7,940,1110
2.25,2060,1.0,0,0,8,840,1500
2.5,2560,2.0,0,0,9,0,3010
2.0,1320,1.5,0,0,7,0,1620
1.5,1010,1.5,0,0,7,0,1550
1.75,1360,1.5,0,0,7,0,1320
1.75,1180,1.0,0,0,7,0,2780
2.25,2090,1.0,0,0,7,0,1690
2.5,1984,1.0,0,0,8,420,1390
2.5,2860,2.0,0,0,9,0,2370
1.75,1660,1.0,0,0,7,530,1260
1.0,1650,1.0,0,0,7,670,1230
1.75,1570,2.0,0,0,7,0,1600
1.75,2100,1.0,0,0,7,1070,1170
3.0,1810,2.0,0,0,7,0,1670
1.75,1210,2.0,0,0,8,0,1210
2.75,3000,2.0,0,0,8,0,2420
2.25,2120,1.0,0,0,8,0,1400
2.25,2760,1.0,0,0,8,0,2760
2.5,2530,2.0,0,0,8,0,2220
2.5,2538,2.0,0,0,8,0,2570
2.5,2250,2.0,0,0,8,0,2156
2.25,2120,1.0,0,0,9,400,2320
2.25,2220,1.0,0,0,7,890,1930
1.0,1060,1.0,0,0,7,0,1060
1.0,800,1.0,0,0,7,0,1010
1.0,810,1.0,0,0,6,0,1400
3.25,1450,2.0,0,0,8,270,1450
1.0,1080,1.0,0,0,6,360,1250
2.5,1920,2.0,0,2,7,0,1820
2.5,2200,2.0,0,0,7,0,2641
1.0,1150,1.0,0,0,7,0,1350
2.25,1910,2.0,0,0,8,0,1714
1.5,1520,1.0,0,0,7,0,1450
1.0,770,1.0,0,0,6,0,1160
1.0,1400,1.5,0,0,6,0,1420
1.75,1550,1.0,0,0,7,500,1550
1.75,1140,1.0,0,0,7,0,1280
1.5,1090,2.0,0,0,7,0,1160
2.25,2600,1.0,0,0,8,1210,2110
2.5,1600,2.0,0,0,7,0,1720
2.5,2340,1.0,0,0,8,670,2080
1.0,1020,1.0,0,0,6,0,1530
1.5,1460,1.0,0,0,7,0,1510
1.75,1200,1.0,0,0,7,0,1200
2.0,960,1.0,0,0,6,0,1460
1.0,1070,1.0,0,0,6,0,1050
1.0,1180,1.0,0,0,7,0,1180
1.0,1320,1.5,0,0,7,0,1320
1.0,910,1.0,0,0,7,0,1470
1.0,1040,1.0,0,0,6,240,820
1.0,850,1.0,0,0,6,0,1590
1.0,1350,1.5,0,0,6,0,1300
1.0,1400,1.0,0,0,7,0,1600
1.0,630,1.0,0,0,6,0,970
2.0,1150,1.0,0,0,7,0,1200
3.0,4290,2.0,0,0,11,0,3620
4.75,5780,2.0,0,0,11,1520,3460
5.25,4830,2.0,0,1,9,900,2880
4.5,4230,2.0,0,3,8,1870,3450
3.5,3550,1.0,0,2,11,1290,4100
2.5,2920,1.0,0,3,10,890,3790
3.5,5430,2.0,0,2,10,1420,4340
3.75,4260,2.0,0,0,10,0,1950
3.5,4440,2.0,0,0,11,0,4390
4.5,4030,2.0,0,0,11,0,3860
2.5,2230,2.0,0,0,8,690,2020
2.0,2783,2.0,0,0,8,0,1730
1.75,2000,1.0,0,4,7,1000,1690
2.25,3300,3.0,0,0,9,0,1290
1.75,2100,1.0,0,0,7,760,1700
2.5,3020,2.0,0,0,9,0,3100
2.75,2910,1.0,0,0,9,700,2420
2.75,2820,2.0,0,0,9,0,3140
2.75,2700,2.0,0,0,8,600,2050
2.5,2150,1.0,0,0,8,0,1640
2.5,3360,2.0,0,0,9,0,1930
1.75,2320,2.0,0,0,7,0,1610
2.25,2290,1.0,0,0,8,0,1810
3.25,4280,2.0,0,0,10,1230,2820
2.5,3350,2.0,0,0,9,0,2620
1.0,1410,2.0,0,0,6,0,1640
3.5,3650,2.0,0,0,9,1100,2860
2.75,3710,2.0,0,0,9,0,2950
2.0,1780,1.0,0,0,7,800,1620
2.75,2100,1.5,0,0,7,320,2050
1.0,1240,1.0,0,0,7,0,1650
2.5,2510,2.0,0,0,8,0,2550
2.75,3510,2.0,0,0,9,0,3550
2.5,3080,2.0,0,0,9,0,2640
1.75,1710,1.0,0,0,8,0,2050
1.0,1600,1.5,0,0,7,0,1900
1.75,3160,1.0,0,0,8,1000,1990
2.0,2250,1.0,0,0,8,750,2820
2.5,2630,2.0,0,0,8,0,2330
3.25,1830,3.0,0,0,8,0,1830
2.5,2580,1.0,0,0,7,700,2280
3.25,3730,2.0,0,0,9,970,1800
2.5,2720,2.0,0,0,9,0,2720
2.5,2650,1.0,0,0,8,970,2310
2.5,2600,2.0,0,1,8,0,2270
1.75,1850,1.0,0,0,7,830,1850
3.75,4000,2.0,0,2,10,920,3180
3.25,2220,1.5,0,0,8,450,1750
2.5,2500,2.0,0,0,9,0,2790
2.5,2570,2.0,0,0,8,0,2260
2.5,1960,2.0,0,0,8,0,2480
1.0,1010,1.0,0,0,7,0,1610
2.0,1970,2.0,0,3,8,700,2390
1.75,2150,1.0,0,0,7,1040,2040
1.0,1440,1.5,0,0,7,0,1010
2.5,2760,2.0,0,0,9,0,1940
2.5,3010,2.0,0,0,8,0,3030
2.5,1790,2.0,0,0,8,0,1890
2.75,2910,1.0,0,0,8,1270,1970
1.75,1710,1.0,0,0,7,0,1480
2.5,3670,2.0,0,0,10,0,3300
1.75,2140,1.0,0,0,8,650,2220
1.75,1350,1.0,0,0,8,0,1680
2.0,2660,1.0,0,0,9,0,2570
2.5,2540,2.0,0,0,9,0,2360
2.5,3560,2.0,0,0,10,0,3420
2.75,2550,1.0,0,0,8,1160,2450
2.25,2380,2.0,0,0,8,850,2280
2.5,2100,1.0,0,0,7,860,1980
2.5,1980,2.0,0,0,7,0,1980
2.5,2850,1.0,0,0,7,920,2220
2.5,1460,2.0,0,0,8,0,1910
2.25,1920,2.0,0,0,7,0,1940
1.5,1270,3.0,0,0,8,0,1270
2.5,2550,2.0,0,0,7,0,2550
1.0,1320,1.0,0,0,7,300,1620
1.75,1510,1.0,0,0,7,0,1480
1.5,1840,1.5,0,0,7,0,1690
3.5,3360,2.0,0,0,9,910,2580
1.75,1660,1.0,0,0,7,830,1660
3.25,3320,2.0,0,0,8,840,2330
2.0,1760,1.0,0,0,8,0,1670
2.75,1970,1.0,0,0,7,650,1280
1.0,930,1.0,0,0,7,0,1180
2.75,1970,1.0,0,0,8,0,1970
1.0,780,1.0,0,0,6,0,1500
2.5,1530,2.0,0,0,7,0,1370
2.25,1390,3.0,0,0,8,0,1250
1.5,1550,1.0,0,0,7,470,940
2.5,1590,2.0,0,0,7,0,1590
1.0,1600,1.0,0,0,7,0,1430
1.0,1370,2.0,0,0,6,0,1450
1.0,730,1.0,0,0,7,0,1020
1.5,1460,1.0,0,0,7,0,1420
2.25,1980,1.0,0,0,7,680,2030
1.0,1450,1.0,0,0,7,440,1500
1.5,1800,1.0,0,0,7,0,1490
1.75,1820,1.0,0,0,6,630,1530
2.5,1460,2.0,0,0,7,0,1490
1.0,800,1.0,0,0,6,0,1220
1.5,1950,1.0,0,0,8,0,1940
1.5,1730,1.0,0,0,7,720,1730
1.75,1880,1.0,0,0,7,750,1340
1.5,1500,1.0,0,0,7,0,1500
2.0,2030,2.0,0,0,7,0,1190
1.0,1200,1.0,0,0,7,0,1230
2.5,1660,1.0,0,0,7,0,1060
1.75,1120,1.0,0,0,7,0,1330
1.0,990,1.0,0,0,7,0,1420
2.5,1610,2.0,0,0,7,0,1610
1.75,1460,1.0,0,0,7,0,1680
1.5,1940,1.0,0,0,7,800,1410
2.25,2010,1.0,0,0,8,840,1990
1.0,990,1.0,0,0,6,0,990
1.5,1860,1.5,0,0,8,0,1680
1.75,1770,1.0,0,0,8,0,2300
1.0,1200,1.0,0,0,7,0,1200
1.0,840,1.0,0,0,6,0,1610
1.0,1600,1.0,0,0,6,0,1410
0.75,490,1.5,0,0,5,0,800
1.0,960,1.0,0,0,6,0,1100
4.5,4800,2.0,0,0,10,1220,2180
3.0,4460,2.0,0,0,10,1320,3130
2.75,5470,2.0,1,4,11,1740,3620
4.25,6070,2.0,0,0,12,0,4680
4.25,5720,2.0,0,0,10,1550,4300
3.0,3460,2.0,0,0,10,610,2460
3.5,1800,2.0,0,2,8,0,1700
2.5,2640,2.0,0,0,8,880,1960
2.5,3360,2.0,0,0,10,0,3150
3.0,2960,2.0,0,0,9,0,1850
2.25,3480,2.0,0,0,8,0,3130
2.0,2310,1.5,0,0,8,0,2810
3.25,4230,2.0,0,0,10,370,2980
3.5,3840,2.0,0,0,11,0,2430
2.75,2220,2.0,0,0,8,520,1800
2.5,1370,2.0,0,0,9,0,1630
2.75,2980,1.5,0,0,7,500,1470
2.5,3000,1.0,0,0,9,1390,2700
1.5,2130,2.0,0,0,8,0,2560
1.5,1830,1.0,0,0,7,480,1570
2.5,2820,2.0,0,0,9,0,2910
1.75,1950,1.0,0,0,7,940,1360
1.75,1690,1.0,0,0,7,0,1850
2.5,3340,2.0,0,2,10,0,3160
2.25,1810,1.0,0,0,8,0,1900
2.5,2870,1.0,0,0,8,1000,2670
3.5,3310,2.0,0,0,9,910,2260
1.75,1920,1.0,0,0,7,960,1190
2.5,2390,2.0,0,0,9,0,2600
2.5,1420,2.0,0,0,9,140,1490
2.0,2320,1.0,0,0,7,810,2160
2.5,2640,2.0,0,0,8,0,2630
2.25,2170,2.0,0,0,7,250,1890
2.0,1840,1.0,0,0,7,920,1800
2.75,2600,1.0,0,0,8,1020,2300
2.5,2410,1.0,0,0,7,470,2460
3.5,3340,2.0,0,0,8,760,3420
1.0,1140,1.0,0,2,7,0,1630
2.0,1670,1.0,0,0,8,0,1670
2.0,2930,1.0,0,2,8,1250,2234
2.5,2060,2.0,0,0,8,0,2230
2.0,2800,1.0,0,0,8,480,2200
3.25,2850,2.0,0,0,8,480,2850
1.75,2280,1.0,0,0,7,1030,1640
1.5,1340,1.5,0,0,7,0,1340
1.0,1240,1.0,0,0,7,0,3050
1.75,1640,1.0,0,0,7,0,2280
1.75,1520,1.0,0,0,7,0,1520
2.0,1880,1.0,0,0,8,700,1780
2.5,2690,1.0,0,0,8,900,2670
1.0,840,1.0,0,0,7,0,1310
2.0,1560,1.0,0,0,7,0,1730
2.5,2700,2.0,0,0,9,0,2900
2.5,1500,2.0,0,0,8,0,2080
1.75,2320,1.0,0,3,8,1160,2240
1.0,1470,1.0,0,0,7,0,1470
2.0,2680,2.0,0,2,7,330,1430
2.0,3110,2.0,0,0,9,90,2150
1.5,1280,1.5,0,0,7,200,1470
2.5,2380,2.0,0,0,8,0,2420
2.5,2110,2.0,0,0,8,0,2110
1.0,1170,1.5,0,0,6,0,1260
2.5,2800,2.0,0,0,8,0,1970
2.0,1720,1.0,0,0,7,860,1250
2.5,1500,2.0,0,0,7,0,1440
1.75,3140,1.0,0,0,8,1470,2590
1.5,1320,2.0,0,0,8,220,1340
2.25,1420,2.0,0,0,7,0,1150
2.5,2340,2.0,0,0,7,0,1850
1.5,1480,1.0,0,0,7,0,1450
2.5,1714,2.0,0,0,8,0,1714
2.0,970,1.0,0,0,6,0,1850
1.0,740,1.0,0,2,5,0,1490
2.25,1720,2.0,0,0,8,0,2340
1.0,670,1.0,0,0,6,0,760
2.5,1889,2.0,0,0,7,0,1990
2.5,1830,2.0,0,0,7,0,2330
2.5,1550,2.0,0,0,7,0,2095
2.5,1530,2.0,0,0,7,0,1360
1.75,1580,1.0,0,0,8,400,1620
2.5,1490,2.0,0,0,7,0,1640
2.0,1440,2.0,0,0,7,0,1480
1.0,1010,1.0,0,0,6,0,1250
1.0,960,1.0,0,0,6,0,1020
2.25,1630,1.0,0,0,7,500,1630
2.0,2090,1.0,0,0,7,1020,1550
1.0,860,1.0,0,0,6,0,1390
1.0,920,1.0,0,0,7,0,1160
1.0,1200,1.0,0,0,7,0,1510
1.0,740,1.0,0,0,6,0,980
4.75,4575,2.5,0,2,10,670,3900
2.75,4040,1.0,0,0,9,2020,3670
3.5,4410,2.0,0,2,12,990,4090
3.25,3700,2.0,0,0,11,1420,3930
3.5,4860,2.0,0,0,11,1000,3600
4.5,4300,2.0,0,0,10,0,3950
2.75,3520,2.0,0,0,9,0,3340
2.5,3190,2.0,0,0,9,0,3190
2.5,2900,2.0,0,0,9,0,3200
2.25,3220,2.0,0,0,8,0,2500
3.5,3560,2.0,0,0,10,0,3660
2.5,3500,2.0,0,0,9,0,3990
3.5,3190,2.0,0,0,10,0,3230
1.75,2050,1.5,0,0,9,0,2530
2.25,3320,2.0,0,0,9,0,1580
1.0,1060,1.0,0,0,7,0,1620
2.75,3040,2.0,0,3,9,720,2830
3.25,3420,2.0,0,2,9,390,3010
1.5,1230,1.0,0,0,7,320,1260
3.0,2530,1.0,0,0,8,1060,1840
2.25,2210,1.0,0,0,8,500,2070
2.5,2090,2.0,0,0,8,0,2090
2.5,2780,1.0,0,0,8,1190,2750
2.75,2310,1.5,0,0,6,0,1340
2.25,1790,2.0,0,0,8,0,2060
1.75,2440,1.0,0,0,9,820,2030
2.0,1790,1.0,0,0,8,0,2150
1.75,2140,1.0,0,0,7,1070,1950
1.5,2240,1.0,0,0,8,960,1870
2.25,2130,1.0,0,0,7,700,2120
1.5,1560,1.0,0,0,7,340,1870
3.0,2360,1.0,0,0,7,970,2180
1.5,1320,1.0,0,0,7,0,1480
2.5,2090,2.0,0,0,8,0,2640
3.0,2440,2.0,0,0,9,0,2440
2.75,2200,1.0,0,0,7,910,2650
3.25,1380,3.0,0,0,8,0,1310
2.5,1140,3.0,0,0,8,0,1220
2.5,2230,1.0,0,0,7,1000,2230
2.5,1610,2.0,0,2,9,530,1610
2.5,1810,3.0,0,0,8,430,1810
1.75,1450,1.0,0,0,8,0,1950
2.25,1900,1.0,0,0,8,680,1900
1.0,1760,1.0,0,0,7,670,1180
1.75,1430,1.0,0,0,7,300,2070
1.5,1600,1.0,0,0,7,0,1700
2.5,2020,1.0,0,0,6,1010,1670
2.5,1470,2.0,0,0,8,540,1510
2.5,2240,2.0,0,0,8,0,700
2.0,1860,1.0,0,0,8,930,1640
1.0,1470,1.0,0,0,6,0,2600
1.0,1170,1.0,0,0,7,0,1380
1.75,1640,1.0,0,0,8,440,1480
2.5,2650,2.0,0,0,8,0,2340
2.5,2490,2.0,0,0,8,0,2690
2.5,2340,1.0,0,1,8,730,2070
2.25,2090,1.0,0,0,7,800,1820
2.5,1920,2.0,0,0,7,0,2200
2.25,1930,2.0,0,0,7,0,1930
1.75,1640,1.0,0,0,7,0,1850
1.5,1480,3.0,0,0,7,0,1480
1.75,1660,1.0,0,0,7,0,2070
1.75,1810,1.0,0,0,7,600,1650
2.25,2560,1.0,0,0,7,770,1920
2.5,1600,2.0,0,0,8,0,1890
2.5,1650,2.0,0,0,8,0,2000
1.0,840,1.0,0,0,6,0,1040
1.75,1220,1.0,0,0,7,0,1640
2.5,1690,2.0,0,0,7,0,1410
2.0,1680,1.0,0,0,6,800,2150
1.0,1030,1.0,0,0,6,0,1480
1.0,920,1.0,0,0,7,0,1320
1.75,1440,1.0,0,0,8,0,1440
2.5,2350,1.0,0,0,8,780,2270
1.5,1330,1.0,0,0,7,0,1420
1.75,1140,1.0,0,0,7,0,1370
1.5,1820,1.0,0,0,7,0,1740
1.0,890,1.0,0,0,6,0,1460
1.0,810,1.0,0,0,6,0,1140
1.0,640,1.0,0,0,6,0,840
1.0,950,1.0,0,0,8,0,1080
1.5,1480,1.0,0,0,7,480,1470
2.75,3010,2.0,0,0,9,0,3010
2.5,2900,2.0,0,0,9,0,2900
1.0,1290,1.0,0,0,6,400,1260
1.0,900,1.0,0,0,7,0,1460
2.5,1320,2.0,0,0,8,50,1320
2.25,1530,2.0,0,0,7,0,2110
1.0,950,1.0,0,0,7,0,2270
1.5,2220,1.0,0,0,7,950,1800
1.75,1420,1.0,0,0,7,0,1420
2.25,2030,2.0,0,0,8,0,1950
2.5,1870,2.0,0,0,7,0,2190
1.75,1720,1.0,0,0,7,0,1840
4.5,4650,2.0,0,0,11,1010,1710
